gene_name	gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LPGAT1	ENSG00000123684.14	3281.469	0.6379069	0.17655371	0.00001017243	0.0007080181
PLEKHM3	ENSG00000178385.16	1578.837	0.6251421	0.1717475	0.00001017605	0.0007080181
FKBP11	ENSG00000134285.12	267.4521	-1.042655	0.31068535	0.00001058035	0.0007317791
TBC1D24	ENSG00000162065.16	392.39	-0.7102931	0.2044291	0.0000105911	0.0007317791
TLE2	ENSG00000065717.17	580.0515	-1.312412	0.38084078	0.00001089887	0.0007361762
DUSP12	ENSG00000081721.13	452.216	0.5630267	0.14940429	0.00001075494	0.0007361762
ADAM10	ENSG00000137845.16	11837.75	0.7528817	0.22058064	0.00001088611	0.0007361762
CLEC1A	ENSG00000150048.11	104.0053	-1.51982	0.43664026	0.00001072935	0.0007361762
SCN3B	ENSG00000166257.11	72.50236	-1.657962	0.47979483	0.00001086347	0.0007361762
GPD1	ENSG00000167588.14	39.62513	-2.159853	0.69827679	0.00001079377	0.0007361762
STYX	ENSG00000198252.13	991.5254	0.8467487	0.25324196	0.00001091371	0.0007361762
SH3BP4	ENSG00000130147.17	542.9645	-1.318812	0.38316687	0.00001111571	0.0007472685
TMEM98	ENSG00000006042.13	1632.557	-1.526558	0.4417439	0.00001154754	0.0007736851
ZP3	ENSG00000188372.15	63.92426	-1.702983	0.49864401	0.00001167941	0.0007798944
THAP12P2	ENSG00000243915.1	57.9586	2.442188	0.95598165	0.00001176824	0.0007831978
EMCN	ENSG00000164035.11	459.9641	-1.350082	0.39349358	0.00001181346	0.0007835865
FABP7	ENSG00000164434.12	127.9511	-2.386128	0.89263049	0.00001191029	0.0007847779
CA3	ENSG00000164879.8	74.19977	-2.270592	0.7861397	0.00001188371	0.0007847779
SPTBN5	ENSG00000137877.10	489.1715	-2.024093	0.63423025	0.00001206612	0.0007924218
KATNAL1	ENSG00000102781.15	2690.186	0.7484602	0.22077396	0.0000121553	0.0007956526
FOSB	ENSG00000125740.15	6334.398	-2.475894	1.02599532	0.00001254254	0.0008183082
IGFN1	ENSG00000163395.17	52.17933	-2.498121	1.0807581	0.000012988	0.0008446021
CDH24	ENSG00000139880.21	48.36105	-1.491306	0.43675936	0.00001308598	0.0008482018
GADD45B	ENSG00000099860.11	2170.326	-1.937881	0.60059815	0.00001331274	0.0008600979
TUSC3	ENSG00000104723.22	769.2371	-1.389034	0.40874297	0.000013409	0.0008624228
CYP21A2	ENSG00000231852.10	21.10597	-1.98056	0.62165585	0.0000134354	0.0008624228
DPM3	ENSG00000179085.9	158.7685	-1.285593	0.38194894	0.00001378559	0.0008820564
SULT1A2	ENSG00000197165.12	22.63599	-2.020268	0.64523924	0.00001397105	0.0008910578
PLVAP	ENSG00000130300.10	1286.491	-1.581602	0.46931401	0.00001453204	0.0009209336
ANKRD42	ENSG00000137494.15	331.1469	-0.6717454	0.19431211	0.00001450221	0.0009209336
KLHL9	ENSG00000198642.8	2430.13	0.5646842	0.15317068	0.00001461979	0.0009235531
IFITM1	ENSG00000185885.18	1270.515	-1.82635	0.560559	0.00001503562	0.000946816
IGLC1	ENSG00000211675.2	128.7072	-2.533918	1.37473683	0.00001519998	0.0009541465
GLB1L2	ENSG00000149328.17	123.9907	-1.50421	0.44763754	0.00001532527	0.000958986
PLK2	ENSG00000145632.16	5679.82	1.103357	0.33739399	0.0000154962	0.000966642
CX3CL1	ENSG00000006210.7	241.9672	-1.395601	0.41674035	0.00001565182	0.0009732984
USHBP1	ENSG00000130307.13	41.92322	-1.364874	0.40885229	0.00001594187	0.0009882469
MBOAT2	ENSG00000143797.13	3496.385	0.7812051	0.2378189	0.00001615035	0.0009980614
SPINT1-AS1	ENSG00000261183.8	13.10626	-2.008321	0.65332051	0.00001629463	0.00100386
SEL1L2	ENSG00000101251.13	36.49437	-1.879959	0.59062794	0.00001650003	0.001013377
OLFM2	ENSG00000105088.10	186.6898	-1.754298	0.53919033	0.00001690518	0.00103189
SLC22A23	ENSG00000137266.15	887.9541	-1.268577	0.38464446	0.00001689593	0.00103189
ALG9	ENSG00000086848.16	754.0043	0.5386838	0.14524507	0.00001714996	0.00104363
CLSTN3	ENSG00000139182.16	699.168	-1.263572	0.38422081	0.0000173373	0.001051814
CCDC24	ENSG00000159214.14	71.7665	-1.066104	0.33095753	0.0000177069	0.001070971
ENSG00000289145	ENSG00000289145.1	149.3657	1.342463	0.40724428	0.00001792018	0.001080587
WDR47	ENSG00000085433.18	1757.851	0.713875	0.21417809	0.0000180154	0.001083046
TMEM35A	ENSG00000126950.8	42.1693	-2.045636	0.68611737	0.00001818645	0.001090037
ERGIC2	ENSG00000087502.20	2439.689	0.6581978	0.19298595	0.00001908668	0.0011138
SLC30A4	ENSG00000104154.8	1739.297	0.6153039	0.1757955	0.00001902563	0.0011138
ZC2HC1C	ENSG00000119703.16	53.33188	-1.253323	0.3848155	0.00001902806	0.0011138
A4GALT	ENSG00000128274.18	204.2318	-1.892246	0.60636763	0.00001868818	0.0011138
ALPK3	ENSG00000136383.8	349.6802	-1.345527	0.41035034	0.00001894249	0.0011138
BTC	ENSG00000174808.13	192.3432	-1.985618	0.65633781	0.00001906836	0.0011138
ARL6IP6	ENSG00000177917.12	1023.014	0.5075958	0.13503001	0.0000188826	0.0011138
SMG1P3	ENSG00000180747.16	510.2949	-2.368917	1.67349169	0.00001894895	0.0011138
ATL1	ENSG00000198513.16	1426.155	0.7594344	0.23248959	0.00001877726	0.0011138
ACE	ENSG00000159640.18	346.2971	-1.630073	0.50059304	0.00001923274	0.001119042
RPS6KA1	ENSG00000117676.15	1821.821	-1.482398	0.45203133	0.0000194163	0.001123154
LINC01010	ENSG00000236700.9	32.56228	-1.748386	0.54591859	0.0000193959	0.001123154
RNF103	ENSG00000239305.8	2651.174	0.5755375	0.16062282	0.00001971095	0.001136893
LZTS1	ENSG00000061337.16	1113.472	-1.155368	0.35944845	0.00001990869	0.00114498
ENSG00000289502	ENSG00000289502.1	87.23203	1.326714	0.40741363	0.00002009667	0.00115246
PCAT19	ENSG00000267107.10	64.04224	-1.499246	0.45998251	0.0000204908	0.001171685
DIRAS1	ENSG00000176490.6	161.7188	-2.02895	0.68990043	0.0000205745	0.0011731
P2RX6	ENSG00000099957.18	56.39407	-1.670748	0.5198567	0.00002069872	0.001176811
EFNA4	ENSG00000243364.8	47.63807	-0.9795874	0.31060703	0.00002124958	0.001204688
ADNP2	ENSG00000101544.10	1067.509	0.5608976	0.15593668	0.00002141518	0.001210627
MEIS3P2	ENSG00000188013.7	44.96948	-1.581399	0.4902061	0.00002164314	0.001220048
PDXK	ENSG00000160209.20	2172.614	-0.8628144	0.2732061	0.00002184175	0.001227766
CRBN	ENSG00000113851.17	2202.199	0.610183	0.17568715	0.00002201225	0.001233864
ENSG00000288398	ENSG00000288398.1	98.49982	-0.9222659	0.29351971	0.00002213417	0.001237213
ENSG00000308991	ENSG00000308991.1	37.26848	-1.645131	0.51492231	0.00002231501	0.001243828
TIPARP	ENSG00000163659.14	1662.426	-1.112566	0.3513934	0.0000224657	0.001248729
NEXN	ENSG00000162614.20	146.7837	-1.550297	0.48271413	0.0000229285	0.001270903
ZDHHC2	ENSG00000104219.14	2066.259	0.8599022	0.27340238	0.00002302659	0.001271704
MAP3K12	ENSG00000139625.14	960.8757	-0.7699193	0.24067648	0.00002336366	0.001271704
F2RL2	ENSG00000164220.7	324.715	-2.121695	0.77127564	0.00002314627	0.001271704
SEMA6B	ENSG00000167680.19	297.1726	-1.668034	0.52622004	0.00002325801	0.001271704
MMGT1	ENSG00000169446.7	1898.641	0.4362882	0.1128644	0.00002315625	0.001271704
AQP4	ENSG00000171885.19	98.68189	2.122172	0.77337293	0.0000233903	0.001271704
RTN4RL1	ENSG00000185924.7	17.22672	-1.637537	0.51491807	0.00002335713	0.001271704
WNK4	ENSG00000126562.18	130.9072	-2.305874	0.98924978	0.00002352689	0.001272178
ENSG00000243089	ENSG00000243089.3	42.235	-1.51553	0.47235969	0.00002350722	0.001272178
TMEM170A	ENSG00000166822.14	1188.812	0.5274635	0.14436041	0.00002359115	0.001272196
DOCK7	ENSG00000116641.19	6054.154	0.691612	0.21007759	0.00002393628	0.001287319
FAM174B	ENSG00000185442.14	204.2863	-1.304913	0.40860588	0.00002409195	0.001292199
OXSR1	ENSG00000172939.10	1998.17	0.4754112	0.12613029	0.00002435051	0.001302556
SAMHD1	ENSG00000101347.12	26998.45	1.183404	0.37491928	0.00002478979	0.001322499
C21orf58	ENSG00000160298.19	58.16824	-0.8808013	0.28278092	0.00002518246	0.001332728
H2AJ	ENSG00000246705.5	2722.208	1.344614	0.42207722	0.0000251285	0.001332728
BLID	ENSG00000259571.2	48.16328	2.199477	0.86069948	0.00002510059	0.001332728
ID3	ENSG00000117318.10	1348.726	-1.362924	0.42781962	0.00002527596	0.001334128
PRTFDC1	ENSG00000099256.20	247.4948	1.086253	0.34771173	0.00002535932	0.001334987
GNB4	ENSG00000114450.12	5975.423	0.8012398	0.25459731	0.0000257605	0.001352528
ARHGEF5	ENSG00000050327.16	423.7208	-1.375823	0.43346898	0.00002625305	0.001374762
PPFIA3	ENSG00000177380.15	48.27676	-1.348412	0.42572416	0.00002658169	0.001388318
ANXA9	ENSG00000143412.11	16.32042	-1.593317	0.50773539	0.00002710488	0.001411937
FAM76B	ENSG00000077458.13	1147.043	0.7146233	0.2220451	0.0000277352	0.001440999
SLC49A3	ENSG00000169026.14	94.72481	-1.527132	0.48588502	0.00002796302	0.001449053
MARVELD2	ENSG00000152939.18	68.40726	-1.658605	0.53515251	0.00002810755	0.001452759
HDAC10	ENSG00000100429.19	172.5956	-1.234033	0.39458616	0.00002831843	0.001459866
IFT27	ENSG00000100360.16	441.8883	-0.6662394	0.20272246	0.00002879099	0.001480393
DIPK1A	ENSG00000154511.13	205.5116	-1.098101	0.35551207	0.00002888384	0.001481339
SGSM3	ENSG00000100359.22	608.8696	-0.9029318	0.29408373	0.00002916671	0.001492001
CDHR3	ENSG00000128536.17	251.6727	1.394762	0.44465422	0.00002933428	0.001496725
BTN2A2	ENSG00000124508.18	685.2802	-1.068248	0.34740971	0.00002961802	0.001507338
ENSG00000258667	ENSG00000258667.5	106.214	1.672056	0.54555316	0.00003014954	0.001530474
FBXL19-AS1	ENSG00000260852.2	180.1529	-1.421914	0.45496951	0.00003030335	0.001534367
STARD8	ENSG00000130052.14	458.2369	-1.218164	0.39289964	0.00003050428	0.001540621
SOCS3	ENSG00000184557.5	3115.991	-1.734271	0.57383093	0.00003074702	0.001548949
PI4K2B	ENSG00000038210.15	699.3487	0.6366402	0.19178295	0.00003153378	0.00157661
LRRC4B	ENSG00000131409.14	95.10466	-1.931493	0.67956098	0.00003149522	0.00157661
DRC3	ENSG00000171962.20	48.52318	-1.243704	0.4016661	0.00003140802	0.00157661
RELCH	ENSG00000134444.16	1949.1	0.6828636	0.21135809	0.00003176939	0.001584409
FOXJ1	ENSG00000129654.9	19.01341	-2.097415	0.81073732	0.0000323765	0.00161065
TP53INP1	ENSG00000164938.15	3733.442	0.7486478	0.23910156	0.00003276139	0.001625733
PCSK1N	ENSG00000102109.10	244.3566	-2.220429	0.98139827	0.00003309338	0.001638122
SNX32	ENSG00000172803.19	42.03822	-1.344694	0.43570287	0.00003373713	0.001665844
SAV1	ENSG00000151748.16	1756.42	0.5623976	0.16200404	0.00003384775	0.001667169
ZYX	ENSG00000159840.17	1970.409	-1.134215	0.37201913	0.00003393391	0.001667286
P2RY2	ENSG00000175591.13	202.0314	-2.143549	0.87637605	0.00003446642	0.001689279
PPP1R13B	ENSG00000088808.19	240.5408	-0.9502356	0.31491957	0.00003474621	0.001694644
ERICH6-AS1	ENSG00000240137.9	35.20038	-1.335386	0.43412085	0.00003469198	0.001694644
VWA5A	ENSG00000110002.17	738.6102	-1.072519	0.35535579	0.00003605766	0.001741532
SEPTIN5	ENSG00000184702.21	132.4362	-1.459258	0.4768628	0.00003603919	0.001741532
PDLIM7	ENSG00000196923.15	645.3229	-1.25773	0.41162061	0.0000358922	0.001741532
ENSG00000271993	ENSG00000271993.1	18.29644	1.271534	0.41592629	0.00003594674	0.001741532
TEN1-CDK3	ENSG00000261408.7	66.12987	-1.095355	0.3632446	0.0000369091	0.001778339
ZNF644	ENSG00000122482.23	3864.77	0.8360404	0.27650907	0.00003771547	0.001812802
CBARP	ENSG00000099625.15	128.5867	-1.871331	0.66555388	0.0000381865	0.00183102
PDXDC1	ENSG00000179889.22	2311.749	-0.4078655	0.10776398	0.00003990672	0.001908903
IGKC	ENSG00000211592.8	1187.693	-2.210264	1.090558	0.00004027901	0.001922091
ENSG00000280417	ENSG00000280417.1	13.86921	-1.27125	0.42117637	0.00004040717	0.001923594
VPS33A	ENSG00000139719.13	785.0979	0.449818	0.12185294	0.0000411374	0.001949031
ENSG00000271009	ENSG00000271009.3	119.1819	1.031776	0.34694112	0.00004107694	0.001949031
SIPA1L2	ENSG00000116991.13	8359.035	0.9363698	0.31539392	0.00004148118	0.001960651
ZNF774	ENSG00000196391.11	69.78924	-0.9508729	0.32055647	0.00004170485	0.001961902
TEX41	ENSG00000226674.12	134.1736	1.950092	0.72990236	0.00004166751	0.001961902
NUDT10	ENSG00000122824.11	32.7025	-1.401775	0.46633755	0.00004244042	0.001991797
MIR181A2HG	ENSG00000224020.4	38.32582	1.18266	0.39601858	0.00004279402	0.002003667
NTN5	ENSG00000142233.15	24.3502	-0.9885774	0.33438508	0.00004314846	0.002015519
TEAD2	ENSG00000074219.15	366.3494	-1.234421	0.41281295	0.00004335863	0.002020593
DMKN	ENSG00000161249.22	123.6808	-2.088409	0.87326273	0.00004365702	0.002029745
INO80	ENSG00000128908.20	2553.778	0.4626558	0.12694781	0.00004413935	0.002037886
VIRMA	ENSG00000164944.13	2712.828	0.4594555	0.12581082	0.00004409819	0.002037886
GIRGL	ENSG00000233834.8	41.0592	-1.75457	0.6154293	0.00004397767	0.002037886
AOPEP	ENSG00000148120.20	2494.225	0.9689188	0.32873427	0.00004449476	0.00204954
LRRC51	ENSG00000184154.17	126.787	-0.6795613	0.21622948	0.00004478389	0.002054025
FBF1	ENSG00000188878.21	222.9565	-0.6335347	0.19614745	0.00004479857	0.002054025
SLC52A3	ENSG00000101276.19	19.14551	-1.58389	0.53896308	0.00004534862	0.002060287
P3H3	ENSG00000110811.21	270.3147	-1.145079	0.38662768	0.00004534931	0.002060287
TMEM214	ENSG00000119777.21	1299.414	-0.588848	0.17699085	0.00004534535	0.002060287
DUSP2	ENSG00000158050.7	63.95674	-1.91854	0.71844291	0.00004508205	0.002060287
FOS	ENSG00000170345.12	19878.12	-1.807095	0.65047794	0.0000466107	0.002108353
ENSG00000287620	ENSG00000287620.2	26.21704	-1.153268	0.39035239	0.0000466192	0.002108353
ABCB6	ENSG00000115657.15	296.6825	-0.6676919	0.21195731	0.00004700642	0.002120653
C1S	ENSG00000182326.18	11919.02	-1.391237	0.46872997	0.00004721088	0.002120653
MYL6B	ENSG00000196465.12	378.9528	-0.9660404	0.32957635	0.00004711962	0.002120653
RILPL2	ENSG00000150977.13	387.1039	-0.8953577	0.30463699	0.00004732004	0.002120769
FRMPD3	ENSG00000147234.11	38.89122	-1.887371	0.70471664	0.00004780078	0.002132708
ENSG00000286758	ENSG00000286758.2	72.89501	1.083785	0.36909527	0.0000477207	0.002132708
GRAMD1B	ENSG00000023171.21	1277.453	-1.384523	0.46762815	0.00004823983	0.002146064
SLC9B1	ENSG00000164037.18	78.47037	0.9672634	0.33080485	0.00004831583	0.002146064
TAB3	ENSG00000157625.17	1665.993	0.5054416	0.14374498	0.0000486107	0.002154353
SLITRK6	ENSG00000184564.11	186.712	1.848013	0.68317599	0.00004958318	0.002187707
TPTEP1	ENSG00000290418.2	357.1942	-1.845331	0.6813051	0.00004953343	0.002187707
GNB5	ENSG00000069966.19	250.1271	-0.8837209	0.30187019	0.00004990444	0.00219701
ANKRD40	ENSG00000154945.8	5741.666	0.5695635	0.17025838	0.0000502823	0.002208758
RBPMS2	ENSG00000166831.10	37.79232	-1.6159	0.56117821	0.00005051348	0.002214026
LGI2	ENSG00000153012.13	341.9619	-2.005544	0.81532008	0.00005075771	0.002219841
CEP170	ENSG00000143702.18	7254.83	0.7931085	0.26710056	0.00005092676	0.00222235
MDH1B	ENSG00000138400.13	29.76114	-1.215762	0.41475707	0.00005152839	0.002238785
HDHD2	ENSG00000167220.13	1498.603	0.6368186	0.19998116	0.00005148295	0.002238785
APBA2	ENSG00000034053.16	43.91657	-1.553588	0.53634646	0.00005183149	0.002242163
TMEM87A	ENSG00000103978.18	2711.598	0.4676602	0.13023261	0.00005173004	0.002242163
GDPD5	ENSG00000158555.16	558.6349	-1.561955	0.54145904	0.00005293627	0.002284987
RGS9	ENSG00000108370.18	777.6223	1.37844	0.47134775	0.00005337489	0.002298933
SLC35D1	ENSG00000116704.9	725.8997	0.5332061	0.15594824	0.00005364293	0.002305487
ASAH1-AS1	ENSG00000245281.10	32.97765	-1.082481	0.3735403	0.0000541334	0.002321553
PHLDA2	ENSG00000181649.9	25.60227	-1.67858	0.59839583	0.00005503287	0.002355052
AGFG2	ENSG00000106351.14	529.6641	-0.7569361	0.25415924	0.00005555565	0.002372322
EDA	ENSG00000158813.18	477.7112	0.9213117	0.31902999	0.00005571232	0.002373917
PIK3IP1	ENSG00000100100.15	2568.77	0.6405632	0.20322312	0.00005623285	0.002390977
TCEA1	ENSG00000187735.17	3027.664	0.4356385	0.11970337	0.00005649556	0.002397026
C1QTNF1	ENSG00000173918.16	765.0971	-1.494792	0.51885148	0.00005664647	0.002398315
AREG	ENSG00000109321.12	37.37959	-1.957574	0.79168287	0.000056852	0.002398408
LINC02966	ENSG00000234997.4	27.54646	1.551744	0.54268427	0.00005688972	0.002398408
GTDC1	ENSG00000121964.16	2438.474	0.478139	0.13511318	0.00005728243	0.002399712
LDLRAP1	ENSG00000157978.14	399.2675	-0.812507	0.27795218	0.00005720233	0.002399712
PPP2R2D	ENSG00000175470.21	834.9599	0.3720909	0.09902192	0.0000571881	0.002399712
MAPK15	ENSG00000181085.16	26.23308	-1.937491	0.77642983	0.00005790796	0.00242082
SDSL	ENSG00000139410.16	133.031	-1.515581	0.52912351	0.0000581006	0.002423782
C2orf88	ENSG00000187699.11	4767.864	1.393859	0.48214126	0.00005823154	0.002424162
HBS1L	ENSG00000112339.16	1652.651	0.4850597	0.13793272	0.00005843518	0.002427561
FBXO45	ENSG00000174013.8	831.7222	0.5763416	0.17543102	0.0000586915	0.002433129
NRXN3	ENSG00000021645.20	5942.487	1.155414	0.4011535	0.00005897797	0.002439922
ENSG00000289318	ENSG00000289318.3	273.7384	-1.293369	0.44763444	0.00005928903	0.002447702
PODXL	ENSG00000128567.18	1769.257	-1.054915	0.36802991	0.00005949776	0.002451234
CHGB	ENSG00000089199.11	31.31559	-1.956153	0.80074284	0.00005967489	0.002453452
ARMC1	ENSG00000104442.11	1135.038	0.515377	0.15013819	0.00006020122	0.002460786
ZBTB34	ENSG00000177125.7	1108.794	0.55563	0.16683187	0.00006007936	0.002460786
ARHGEF35	ENSG00000213214.7	229.4749	-1.468171	0.51258463	0.00006022427	0.002460786
SLC43A1	ENSG00000149150.10	87.33078	-1.211922	0.42115356	0.00006055077	0.002469057
C22orf46P	ENSG00000293428.2	522.8804	-1.097625	0.38324059	0.00006077817	0.002473261
STX2	ENSG00000111450.16	1779.642	0.5936677	0.18368335	0.00006111239	0.002478029
GPR35	ENSG00000178623.14	102.2687	-1.017261	0.35619951	0.00006114438	0.002478029
SERPING1	ENSG00000149131.18	5678.468	-1.193854	0.41574534	0.00006135436	0.002481484
ZSCAN12	ENSG00000158691.17	920.3442	0.4907839	0.14092954	0.00006290229	0.002532208
SLC9A6	ENSG00000198689.14	1101.599	0.5149642	0.15057095	0.00006324475	0.002532208
MTCO1P42	ENSG00000230327.1	90.16021	1.941642	0.79834161	0.00006308661	0.002532208
DLEU2	ENSG00000231607.16	1260.445	1.580551	0.56367633	0.00006297131	0.002532208
ENSG00000269514	ENSG00000269514.4	266.7785	1.564213	0.55655709	0.0000631725	0.002532208
KLF3	ENSG00000109787.14	3596.477	0.6384209	0.20453784	0.00006367965	0.002534323
SLC38A1	ENSG00000111371.17	817.5001	-1.556056	0.55354509	0.00006365156	0.002534323
IFT22	ENSG00000128581.17	357.5579	-0.7004655	0.23259294	0.00006366012	0.002534323
ZNF623	ENSG00000183309.13	1427.403	0.4384354	0.1218329	0.00006440418	0.002558041
SH2D3C	ENSG00000095370.21	191.6907	-1.153312	0.4045594	0.00006460254	0.002559738
CD63-AS1	ENSG00000258056.4	120.9468	-0.7402892	0.25059687	0.00006470417	0.002559738
NINL	ENSG00000101004.17	405.7435	-0.772767	0.26473838	0.00006500775	0.002560278
JCHAIN	ENSG00000132465.13	367.7531	-2.081617	1.10445173	0.00006523248	0.002560278
CPLX1	ENSG00000168993.16	36.42331	-1.782907	0.67662049	0.00006512781	0.002560278
MUC1	ENSG00000185499.17	64.85753	-1.460302	0.51486015	0.00006502449	0.002560278
TMEM181	ENSG00000146433.12	2014.941	0.3978556	0.10824397	0.0000658257	0.002578476
ENSG00000287200	ENSG00000287200.2	17.30458	-1.551688	0.55466173	0.00006605484	0.002582368
VPS26C	ENSG00000157538.15	1733.843	0.4002805	0.10910354	0.00006636654	0.002589466
HLCS	ENSG00000159267.18	1123.743	0.5028267	0.14634019	0.00006673933	0.002598916
AZGP1	ENSG00000160862.14	1116.256	-1.942527	0.81520381	0.00006756415	0.002625321
ITSN2	ENSG00000198399.17	3737.422	0.5992223	0.18784618	0.00006768127	0.002625321
SNORA59B	ENSG00000266079.5	36.72697	1.306191	0.46004067	0.00006832788	0.002645246
FBLN1	ENSG00000077942.20	752.1375	-2.023177	0.93672575	0.00006862025	0.002651407
PLIN1	ENSG00000166819.13	26.57398	-1.733222	0.65241697	0.00006880519	0.0026534
TESPA1	ENSG00000135426.17	56.85085	-1.473224	0.52477501	0.00006932396	0.002666135
SRRM3	ENSG00000177679.16	40.26402	-1.47105	0.52396273	0.00006940338	0.002666135
GFAP	ENSG00000131095.15	627.9972	-1.869634	0.7516473	0.00006976685	0.002674933
CAB39L	ENSG00000102547.20	5940.467	0.953393	0.33858217	0.00007051582	0.002698451
ZC2HC1A	ENSG00000104427.14	1009.076	0.773024	0.26714753	0.00007110702	0.002715851
ENSG00000274578	ENSG00000274578.1	21.53647	1.849869	0.73952312	0.00007151703	0.002726279
ACKR1	ENSG00000213088.15	267.5815	-1.577601	0.57405974	0.00007199324	0.002739185
EGR1	ENSG00000120738.8	9983.491	-1.736789	0.66048478	0.00007215228	0.002739997
MYO16	ENSG00000041515.16	282.8693	1.788534	0.69567771	0.00007269351	0.002755292
AP4S1	ENSG00000100478.18	346.7535	0.5657868	0.17418657	0.00007339405	0.002770064
RCN3	ENSG00000142552.9	473.9315	-1.228714	0.43665726	0.0000734152	0.002770064
ENSG00000303647	ENSG00000303647.1	112.1327	1.245462	0.44259927	0.00007350086	0.002770064
NAMPT-AS1	ENSG00000273320.3	37.19788	-1.141127	0.40685017	0.00007426846	0.002793702
PTGS2	ENSG00000073756.13	499.901	-1.917591	0.81346216	0.00007504421	0.00281225
PRELID2	ENSG00000186314.13	304.1551	0.9824504	0.35143036	0.0000749875	0.00281225
DDT	ENSG00000099977.17	413.5748	-0.7588369	0.26251891	0.00007547429	0.002820021
SMO	ENSG00000128602.12	339.174	-1.282249	0.45723042	0.00007553502	0.002820021
METTL21A	ENSG00000144401.15	200.1568	-0.4884248	0.14211955	0.00007586425	0.002826746
SLC44A3-AS1	ENSG00000293271.2	91.33901	-1.176603	0.4202574	0.00007599925	0.002826746
SNAI1	ENSG00000124216.4	117.2456	-1.598438	0.59139915	0.00007768191	0.002883941
ZAP70	ENSG00000115085.17	53.73233	-1.512035	0.55145409	0.00007864834	0.002914383
RGS20	ENSG00000147509.14	20.34677	1.694843	0.64632715	0.00007917291	0.002928367
ENSG00000279875	ENSG00000279875.1	31.5858	1.285336	0.46122111	0.00007934781	0.002929391
CCDC157	ENSG00000187860.12	44.13543	-1.04479	0.37638667	0.00007995556	0.002946362
C19orf12	ENSG00000131943.21	1010.022	0.4695003	0.13548631	0.00008095581	0.002977707
TSPYL2	ENSG00000184205.15	1818.67	-1.004149	0.36237568	0.00008120395	0.002981324
